	tweet_id	text	science_related	scientific_claim	scientific_reference	scientific_context
212	5,33478294692586E+017	Students stop by the student center to sign a poster during lunch time to wish the Women's Soccer team good luck... http://t.co/Un8kTh25pz	0	0.0	0.0	0.0
213	5,33605714301051E+017	Planning a #pizza treat for Saturday? Check out how @PizzaHut has changed its identity http://t.co/xs4QjJ4Pas	0	0.0	0.0	0.0
214	5,34563454095729E+017	Perfect teeth are a turn on	1	1.0	0.0	0.0
215	5,3458477725739E+017	A fifth of US high school students use tobacco, finds survey http://t.co/CDEj38byNb	1	1.0	1.0	1.0
216	5,35561128215347E+017	What if people treated physical illness like mental illness? http://t.co/QXS9fBP25P	0	0.0	0.0	0.0
217	5,3587178291046E+017	Excessive drinking for women: 4 drinks on one occasion.. OEI!! Most Heavy Drinkers Are Not Alcoholics http://t.co/7pBOCFTpr8	1	1.0	1.0	1.0
218	5,40632409981858E+017	Sonos releases controller update for iOS and Android with multi-account support and more http://t.co/AXUmYevKxv #Music #Sound #PremiumAudio	0	0.0	0.0	0.0
220	5,44215268353135E+017	Hearingloss occurs gradually with age, but could #Diabetes play a role?http://t.co/irLwmmbzxB http://t.co/4N0hqex5U1 RT	1	1.0	0.0	1.0
221	5,44737999171232E+017	Speak Softly Carry @AlverezAmanda FBI reportViolent crime continued to decrease in 2013 while gun sales esc	0	0.0	0.0	0.0
222	5,4510198197964E+017	@Fliggenkrunker Any idea why Smash 4 had a huge increase yesterday? Like, 14 entrants out of nowhere.	0	0.0	0.0	0.0
223	5,457521913366E+017	2X Pure Red Car 3157 68-SMD Brake Tail Stop Light LED Bulbs 3057 3457 4157 3047 - Full read by eBay: Price 4.26 USD… http://t.co/ZW7mDAYQ44	0	0.0	0.0	0.0
225	5,47961912139317E+017	Someone needs to tell Santa that checking a list twice still won't prevent time-of-check-to-time-of-use attacks.	0	0.0	0.0	0.0
226	5,50993408467038E+017	#Florida courthouses stop all weddings to avoid performing #gay ceremonies http://t.co/CCn9enkHF9 #gaymarriage #gayrights	0	0.0	0.0	0.0
227	5,51634077766255E+017	#RezIsSoCold , I called the radio station for the rezroad reports @ 5am, and I got a frozen injun insurance quote by Jake from Statefarm.	0	0.0	0.0	0.0
228	5,51868891665023E+017	Climate Change will Cause Irreversible Impacts If Action is Not Taken: IPCC ... - Nature World News http://t.co/2B9P2oZ3zG	1	1.0	1.0	1.0
229	5,52022197703701E+017	Day 16 Don’t Stop the Sex Please http://t.co/B25wmf4nFN #brazzers #realitykings #mofos #na #nsfw #porn #sex #hot	0	0.0	0.0	0.0
230	5,52550000522428E+017	@Harry_Styles Why did the baker stop making doughnuts? He got tired of the hole thing! ◡̈ follow me if you smiled please? love you**✧*	0	0.0	0.0	0.0
231	5,54656665208115E+017	Indonesia retrieves crashed AirAsia QZ8501's flight data recorder - Channel News Asia http://t.co/DOfSy92kPU	0	0.0	0.0	0.0
232	5,54713519875441E+017	BEAGLE 2 http://t.co/H35j3jdcVb THEY FOUND THE BLOODY THING!	0	0.0	0.0	0.0
233	5,5506443960753E+017	@Shahidmasooddr without due process of justice?	0	0.0	0.0	0.0
234	5,5719621140115E+017	"""@aIIeviation: need more money & black clothes"""	0	0.0	0.0	0.0
235	5,57823691871244E+017	@juliewassmer Campaigners gather in Preston to hand in 6000+ signature petition urging Lancs Co Co to stop #Fracking http://t.co/df2MOqN2cj	0	0.0	0.0	0.0
236	5,5850953079627E+017	Mfs be going over they data plan just to twatch people 💀😂	0	0.0	0.0	0.0
237	5,58623676179157E+017	First gig of 2015 at @BarCornerstone Didcot with support from the excellent @theaugustlist Fri 6 Feb http://t.co/FuwIndFtWC @Duotonemusic	0	0.0	0.0	0.0
238	5,5870070765874E+017	#FF to @Sanwal22 who proved, friendship is much more higher than any nationality...!!! Buzz Follow her for awesome tweets on your TL 🍃💐🍁💐🍃	0	0.0	0.0	0.0
239	5,59050705374155E+017	.@Oprah Nuclear weapons are a real, deadly problem that entire popul. of world must deal with http://t.co/6SEM76ud2c #SaveFukuChildren	1	1.0	0.0	0.0
240	5,59414683631768E+017	Bundle Resource: Bundle Resource is a simple module that provides separate Service resource entry for each nod... http://t.co/ieCJcw0O9O	0	0.0	0.0	0.0
241	5,59917547152507E+017	VIDEO: iOS engineer on integrating #desktop and #mobile http://t.co/FZbnPa1Jg8 #FutureofWork	0	0.0	0.0	0.0
242	5,60029371470471E+017	The macroeconomic impact of micro-interventions is an important reason why poverty has persisted, despite ... http://t.co/GWfKI78PcY	1	1.0	0.0	0.0
243	5,60081393040908E+017	Twitter is rolling out an update to introduce group messaging and video support http://t.co/uKpdQq6meR #android http://t.co/qqqayBwo8H	0	0.0	0.0	0.0
244	5,62411971963015E+017	Big Data, Big Obstacles: Towards a social science of #bigdata. TY @daltonconley et al. http://t.co/6nP0fiAz1j … @data_society	1	0.0	1.0	1.0
245	5,63083273602355E+017	To join the team or need more info, email bgaribaldi@newlifetyler.com #getconnected http://t.co/P5TaVk7FeD	0	0.0	0.0	0.0
246	5,64881266864976E+017	@JLspruill getting to an A's game will be easy as hell cause of BART opposed to a Giants game. how cool!	0	0.0	0.0	0.0
248	5,67527141903188E+017	Why Depression Is Underreported In Men http://t.co/wjMzvnOegD	1	1.0	1.0	1.0
249	5,68088323962507E+017	Eyeball Tattoos Are a Bizarre and Disturbing New Trend; http://t.co/hQvXM0oAMm http://t.co/wk9mk3Y5b9	0	0.0	0.0	0.0
250	5,68487751731057E+017	RT @andrewtlamar: legislation to increase transparency in RFP process was approved by the full GA today. Thanks to @ReevesVA for patroning.	0	0.0	0.0	0.0
251	5,68779578812056E+017	Lol niggas in dark movie scenes need more lighting	0	0.0	0.0	0.0
252	5,68800068360282E+017	The House science committee anti-NSF witch hunt is now demanding information on grants in the physical sciences. http://t.co/2tfH4XUeLk	1	0.0	0.0	1.0
253	5,70597474072728E+017	Coping with levels of explanation in the behavioral sciences https://t.co/C2p0fms0iw	1	0.0	1.0	1.0
254	5,72172464580518E+017	Check out B HEALING STONE & MAGNET PILLOW (THERPIC)HELPS STOP PAIN IN THE BODY http://t.co/3V9oG2aeHV via @eBay	1	1.0	0.0	0.0
255	5,73496486501155E+017	Diabetes Research and New Registry Aim to Improve Outcomes http://t.co/7bHFBRepxv #NCDR	1	0.0	1.0	1.0
256	5,73656331485192E+017	"ICYMI: Harrison Ford in ""fair to moderate"" condition after crashing his plane, US reports say http://t.co/McSRk0nQYR http://t.co/brGTRJYE6u"	0	0.0	0.0	0.0
257	5,75080590958965E+017	Psychedelic drug use could reduce psychological distress, suicidal thinking #science http://t.co/Ft1kMPSZaC http://t.co/0VFGsmv3d6	1	1.0	1.0	1.0
258	5,76065596590162E+017	Although a relationship looks good on paper, there are a few t... More for Leo http://t.co/XEePhl8vNN	0	0.0	0.0	0.0
259	5,76144390755787E+017	Cassini confirms hydrothermal activity in ocean on Saturn's moon: Brooks HaysWASHINGTON, March 12 (UPI) -- NAS... http://t.co/JfyHeHtLCP	1	1.0	1.0	1.0
260	5,76277522158989E+017	Although a relationship looks good on paper, there are a few t... More for Leo http://t.co/9kHSBNxwL8	0	0.0	0.0	0.0
261	5,77264538376151E+017	People with sight loss can face at least 25% higher costs for everyday living, says new study http://t.co/c7wfVnwQ1Y	1	1.0	1.0	1.0
263	5,78540328224846E+017	"via @medical_xpress A new in vitro (test tube) study, ""Dietary functional benefits of Bartlet... http://t.co/Qv1C1GjQin #UFO4UBlogHealth"	1	0.0	1.0	1.0
264	5,78942591317647E+017	Marc by Marc Jacobs folding into @marcjacobs line reports @wwd http://t.co/kGxzQZb99k #Fashion #Retail	0	0.0	0.0	0.0
265	5,79050929837761E+017	"How is a country that holds 25MILLION Kurds find pro-Kurdish protests ""wrong"", but avidly support pro-Palestine ones? http://t.co/5oeHcs7LXv"	0	0.0	0.0	0.0
266	5,80972622399291E+017	European Union and Turkey in the Post Arab Spring Era: Mapping Strategic Interests in the Turbulent Neighborhood: http://t.co/sKWSmSL9QI	1	0.0	1.0	1.0
267	5,81216982026064E+017	Any chance @Number10gov & @ukhomeoffice will comment on increase in confidence of Police in a positive way.	0	0.0	0.0	0.0
268	5,84128760141615E+017	foot on the gas, im just tryin to pass all the red lights & the stop signs	0	0.0	0.0	0.0
269	5,86476458907959E+017	Companies report 48% increase in attempted cyber security breaches http://t.co/wUdCJb7y8v #DGInsights #cybersecurity http://t.co/a38n3hZg70	1	1.0	0.0	0.0
270	5,86896526837973E+017	Study: Shifts in electricity generation spur net job growth, but coal jobs decline - via @DukeU http://t.co/AXGmKUPata	1	1.0	1.0	1.0
271	5,87154820450034E+017	Horse chase leads to arrest, beating | http://t.co/djbPIyaG4w http://t.co/ye4AkyA6bo	0	0.0	0.0	0.0
272	5,88344815856812E+017	“Overzealous, dangerous patriotism”: School nurse refused to treat student who didn’t stand for Pledge of Allegiance http://t.co/MFkJLOVdl8	0	0.0	0.0	0.0
273	5,8930896045004E+017	@Smurfhawk31 @BHMjohnECS Just need more playing time w/ each other. S'all good. Frustrating.	0	0.0	0.0	0.0
274	5,89534492395704E+017	coumadin decreased sex drive men http://t.co/zfRNn4MMc6	1	1.0	0.0	0.0
275	5,91307080277094E+017	"""For some reason there are a disproportionate number of Patriots fans [working] in the White House."" -"	0	0.0	0.0	0.0
276	5,92145135711887E+017	All approx. 1200 houses have been collapsed in #Barpak #Gorkha, epicenter of #NepalQuake reports state radio reporter from #Gorkha.	0	0.0	0.0	0.0
277	5,92793990870741E+017	This is a child molesters dream -->> RT @ActionNewsJax: Parents urged to support free-range (cont) http://t.co/1Hf5uze2LJ	0	0.0	0.0	0.0
278	5,93097629107651E+017	Cyber Security Webinar starting now: Challenges Associated With Defending Cyber Threats - http://t.co/hbw2fNhu39	0	0.0	0.0	0.0
279	5,95610067564679E+017	Her own idea a hidden ammonite loaf with hammer @JeaniiBean geologist despair #geobakeoff http://t.co/656piiQ2Bt	0	0.0	0.0	0.0
280	5,96312357640475E+017	Can organic feed the world? http://t.co/8YJnht4Fi7	1	1.0	1.0	1.0
281	5,97534145808605E+017	More Sex Doesn’t Lead To More Happiness, Reveals New Study. Surprised? – Tech Times http://t.co/jtKodFKWmV	1	1.0	0.0	0.0
282	5,98917676484973E+017	Nuke deal w/ #Iran increase terror #IslamicExtremism #StopGodFatherofISIS see👉 Video Clip 😢? https://t.co/BwDTkhcxkV http://t.co/V1iplF2QDd	0	0.0	0.0	0.0
283	5,99179022552146E+017	3mo after #DressGate, 3 research teams explore the science behind the #blueandblack / #whiteandgold dress http://t.co/7FwbJg0RpG @nytimes	1	0.0	1.0	1.0
285	5,99657600272085E+017	SPC Tornado Watch 175 Status Reports http://t.co/QjbHrks4tN	0	0.0	0.0	0.0
286	6,01024654765986E+017	#MSGDonated4Million to support the research of Thalassemia & AIDS cure	1	0.0	0.0	1.0
287	6,0104482880632E+017	@and_orca The London Guardians' feature about JAZA which will stop buying dolphins from Taiji: http://t.co/6uhNavwesN #thecove	0	0.0	0.0	0.0
288	6,01417479961719E+017	Wistrich's Last Article: stop downplaying #antisemitism in Muslim world & on world stage. http://t.co/oF3JaTXSK3 http://t.co/rDH6cFDtLN	0	0.0	0.0	0.0
289	6,02178954267525E+017	#PhysicalActivity is imp at every age, esp bc it can help strengthen bones & muscles & prevent falls. #ActiveAgeing http://t.co/B7gXec7gCG	1	1.0	0.0	0.0
290	6,031962758535E+017	.@VCUBaseball will be honored prior to tonight's @GoSquirrels game. First pitch is 6:35, get there around 6 to support the Rams! #LetsGoVCU	0	0.0	0.0	0.0
291	6,0570193659211E+017	'Virgin-born' sawfish are a first in the wild http://t.co/Y2FfBiJtCe http://t.co/IWS4Cpp2au	1	1.0	1.0	1.0
292	6,06626544438551E+017	Look 4 @LuParker KTLA 5 story re Step Up members Monday 10pm. It will be special. Thx 2 @trevor_neilson 4 ur support http://t.co/xS8ca9utLE	0	0.0	0.0	0.0
293	6,06960382654194E+017	Dear Telltale, Stop sucking Game of Thrones' dick and make Tales from the Borderlands. Sincerely, Trustfungus	0	0.0	0.0	0.0
294	6,07583719138972E+017	Thanks for all the support ☀️💪#hawaii #oahu #lunch #sunday #cardio #fitness #fitspo #cool… https://t.co/ngdLLhNgSl	0	0.0	0.0	0.0
295	6,07647619368677E+017	UPDATE: Police Identify Two Found Dead In House Fire, Release Cause http://t.co/36ItHRuZAt	0	0.0	0.0	0.0
296	6,10995064030954E+017	Beauty Tips : Blood Sugar Support Cardiovascular Health Dietary Supplement (6 Bottles) http://t.co/bp6W50L2yX #892	1	1.0	0.0	0.0
297	6,1114629806703E+017	#WeightLoss #Program Conquering The Excess Weight Of Diet Program Failure Statistics http://t.co/1d3No26Zz7 #LadyGaga #Diet	0	0.0	0.0	0.0
298	6,116156603938E+017	Near-fasting for 5 days a month reduces body fat, study finds (w/link): http://t.co/aTs1ZzTJKZ http://t.co/hhZDyVEPCy	1	1.0	1.0	1.0
299	6,14254522320335E+017	Treatment of #MetastaticColorectalCancer: focus on #panitumumab: http://t.co/COfHoJfk63 http://t.co/rmP7WnSmMy	1	0.0	1.0	1.0
300	6,14435460505416E+017	there is no medicines for men to treat #fakecases #scrap498a #purushayog http://t.co/60znEWmhhY @karkhanisamit	0	0.0	0.0	0.0
301	6,14895100007572E+017	@AngelRaven2 Nickie > Saw is making a Twit Support Page. Plz send YOUR Info & any Group U want mentioned to email / Sawstrong2015@aol.com	0	0.0	0.0	0.0
302	6,15476753373401E+017	""" Mazda open to Le Mans 24 Hour return: Engineer in charge of 1991’s winning car tells TG that he wants ... http://t.co/UKyKEF2quk #cars"	0	0.0	0.0	0.0
303	6,16187058751713E+017	Quick water stop at @toysrusuk Liverpool #gottahydrate! http://t.co/1l8xGguesW	0	0.0	0.0	0.0
304	6,16821602412446E+017	Student Life #3: Valentines #Date, Metrosexuality & Lower Body Strength http://t.co/2sAGunei9j #rtBYme #chivalry	0	0.0	0.0	0.0
305	6,16862956752519E+017	#politas Eric Abetz threatening State Liberals who support marriage equality. This man is a thug. Stand up Liberals with conscience	0	0.0	0.0	0.0
306	6,17298758997381E+017	Pain changes people	1	1.0	0.0	0.0
307	6,17706053849911E+017	Political science https://t.co/Bl5B3cDsRI	0	0.0	0.0	0.0
308	6,18440645691114E+017	The earth sciences examine the structure and composition of our planet http://t.co/jMUTEs8dUv	1	1.0	0.0	1.0
309	6,18456205317513E+017	People who are hating on this stupid #dontjudgechallenge need to stop being so sensitive and get off social media.	0	0.0	0.0	0.0
310	6,21383456921141E+017	The carbon footprint of a glass of milk has shrunk by 2/3 in the last 50 years due to improved health, nutrition, and genetics #JAM2015	1	1.0	0.0	0.0
311	6,22292275037622E+017	Magic!!!!😂😂 #weirdwater #science #how? http://t.co/DIz4iBDau1 http://t.co/yUdQFDaHpw	0	0.0	0.0	0.0
312	6,22405366073025E+017	@xxx7h3kingxxx Local NC rap artist looking to gain local support #followback would be very much appreciated, thanks	0	0.0	0.0	0.0
314	6,22676246795661E+017	yes. Gilinsky may look so much more sexier than Johnson. but that doesn'5 mean u support one Jack only.. -_- #johnsonmatters	0	0.0	0.0	0.0
316	6,23778651042091E+017	[NEW POST] from #BeerToday #Beer - Kernel to stop Saturday bar sessions http://t.co/sUFx2SSQeM The Kernel Brewery in London is to cease …	0	0.0	0.0	0.0
317	6,24192030542053E+017	Marilyn going to Great Day Live to promote Cruisin the Heartland http://t.co/BEJdZOKEcm	0	0.0	0.0	0.0
318	6,2419498144041E+017	Less than a third of Finns support #Fennovoima nuclear plant http://t.co/WBoJk9Fz1y	0	0.0	0.0	0.0
319	6,25141281216401E+017	Next time someone looks at bella, notice how one shoulder is higher than the other. Like an ogre???	0	0.0	0.0	0.0
320	6,2588765761731E+017	@therealagentk: @herecease @mariellite that's my girl. Now— build bridges to the Heavens and don't stop there.	0	0.0	0.0	0.0
321	6,25919376051565E+017	Turkey provides air support for #Syria opposition http://t.co/mcAj9Is4Pr #Breaking #LeMonde #News	0	0.0	0.0	0.0
322	6,26275995646063E+017	#Deals : New Improved Unique Color Therapy Lamps Light Promotes Wellness Health http://t.co/NJTKhFgizu #Beauty … http://t.co/u65daPcbA6	1	1.0	0.0	0.0
323	6,2639133481583E+017	@minmsme MAIT is devoted 2 promote R&D in Stds & Open Tech, thats long pending thru 'National centre for e-Gov stds & tech'. @anwarzs #SME	0	0.0	0.0	0.0
324	6,27031498827248E+017	Carrefour Reports Sharp Decline in Profit http://t.co/cKxuPxqFB0 #WSJ #USBusiness | https://t.co/qDEcMlSUlF http://t.co/3uX3gD6WkL	0	0.0	0.0	0.0
325	6,28264846497292E+017	"""The brain is extraordinarily good at alerting us to threats"". http://t.co/mfqFaO0Wpn"	1	1.0	1.0	1.0
326	6,28611128260608E+017	Why might women feel temperature differently to men?: Why might women feel temperature differently to men? http://t.co/vXGjFO55aw	1	1.0	1.0	1.0
327	6,30798260672811E+017	been taking a constant break down for about 3 days now, like can u stop pls	0	0.0	0.0	0.0
328	6,31011188705374E+017	"ariwinokur on ""Rates questions/google analytics/GB space and more"" http://t.co/5W5V90Dce4"	0	0.0	0.0	0.0
329	6,31725730326553E+017	Weed: Good for the Bones? YES! by Stephanie Pappas, Live Science Contributor http://t.co/L4pERvnmmo http://t.co/pPBGZwZLBG	1	1.0	1.0	1.0
330	6,31828683704173E+017	Farting helps reduce high blood pressure and is good for your health. Isn’t it funny and healthy?  http://t.co/aiAnQvFfiW #physio #herts	1	1.0	0.0	0.0
331	6,33000858511274E+017	Retweet if you know this game FAV if you would Join for war! Search up The Disciples Need more consistent people!😎 http://t.co/okoFdpMr1Q	0	0.0	0.0	0.0
334	6,35545969057223E+017	#ClimateChange & rising temps increase #health #risks in several ways: http://t.co/k83V1EJCHU #climateaction http://t.co/MOzNKxzGmS	1	1.0	1.0	1.0
335	6,36605433478836E+017	@lordstoddart Tell Fulani settlers to STOP intimidating & terrorising indigenous nations in WestAfrica.https://t.co/8ZruWRqCd2	0	0.0	0.0	0.0
337	6,38692179838378E+017	Black men should stop having sex with black hookers http://t.co/oGo8lFyNta	0	0.0	0.0	0.0
